date,Borough,week day,Month,TMAX,TMIN,holiday,Year,Total
3/24/2016,BROOKLYN,Thursday,March,55,44,No Holiday,A2016,245
3/24/2016,QUEENS,Thursday,March,55,44,No Holiday,A2016,172
3/25/2016,BROOKLYN,Friday,March,72,44,No Holiday,A2016,243
3/25/2016,QUEENS,Friday,March,72,44,No Holiday,A2016,197
3/26/2016,BROOKLYN,Saturday,March,55,38,No Holiday,A2016,230
3/26/2016,QUEENS,Saturday,March,55,38,No Holiday,A2016,163
3/27/2016,BROOKLYN,Sunday,March,55,43,No Holiday,A2016,219
3/27/2016,QUEENS,Sunday,March,55,43,No Holiday,A2016,133
3/28/2016,BROOKLYN,Monday,March,62,42,No Holiday,A2016,221
3/28/2016,QUEENS,Monday,March,62,42,No Holiday,A2016,155
3/29/2016,BROOKLYN,Tuesday,March,53,40,No Holiday,A2016,237
3/29/2016,QUEENS,Tuesday,March,53,40,No Holiday,A2016,149
3/30/2016,BROOKLYN,Wednesday,March,56,37,No Holiday,A2016,232
3/30/2016,QUEENS,Wednesday,March,56,37,No Holiday,A2016,164
3/31/2016,BROOKLYN,Thursday,March,73,49,No Holiday,A2016,259
3/31/2016,QUEENS,Thursday,March,73,49,No Holiday,A2016,193
4/1/2016,BROOKLYN,Friday,April,79,61,No Holiday,A2016,334
4/1/2016,QUEENS,Friday,April,79,61,No Holiday,A2016,218
4/2/2016,BROOKLYN,Saturday,April,61,49,No Holiday,A2016,238
4/2/2016,QUEENS,Saturday,April,61,49,No Holiday,A2016,172
4/3/2016,BROOKLYN,Sunday,April,50,34,No Holiday,A2016,207
4/3/2016,QUEENS,Sunday,April,50,34,No Holiday,A2016,158
4/4/2016,BROOKLYN,Monday,April,45,29,No Holiday,A2016,216
4/4/2016,QUEENS,Monday,April,45,29,No Holiday,A2016,158
4/5/2016,BROOKLYN,Tuesday,April,43,26,No Holiday,A2016,203
4/5/2016,QUEENS,Tuesday,April,43,26,No Holiday,A2016,128
4/6/2016,BROOKLYN,Wednesday,April,48,30,No Holiday,A2016,240
4/6/2016,QUEENS,Wednesday,April,48,30,No Holiday,A2016,156
4/7/2016,BROOKLYN,Thursday,April,58,48,No Holiday,A2016,239
4/7/2016,QUEENS,Thursday,April,58,48,No Holiday,A2016,166
4/8/2016,BROOKLYN,Friday,April,50,40,No Holiday,A2016,239
4/8/2016,QUEENS,Friday,April,50,40,No Holiday,A2016,202
4/9/2016,BROOKLYN,Saturday,April,43,36,No Holiday,A2016,256
4/9/2016,QUEENS,Saturday,April,43,36,No Holiday,A2016,171
4/10/2016,BROOKLYN,Sunday,April,50,31,No Holiday,A2016,231
4/10/2016,QUEENS,Sunday,April,50,31,No Holiday,A2016,162
4/11/2016,BROOKLYN,Monday,April,65,43,No Holiday,A2016,246
4/11/2016,QUEENS,Monday,April,65,43,No Holiday,A2016,152
4/12/2016,BROOKLYN,Tuesday,April,59,45,No Holiday,A2016,221
4/12/2016,QUEENS,Tuesday,April,59,45,No Holiday,A2016,167
4/13/2016,BROOKLYN,Wednesday,April,58,40,No Holiday,A2016,251
4/13/2016,QUEENS,Wednesday,April,58,40,No Holiday,A2016,178
4/14/2016,BROOKLYN,Thursday,April,62,43,No Holiday,A2016,213
4/14/2016,QUEENS,Thursday,April,62,43,No Holiday,A2016,152
4/15/2016,BROOKLYN,Friday,April,65,42,No Holiday,A2016,246
4/15/2016,QUEENS,Friday,April,65,42,No Holiday,A2016,199
4/16/2016,BROOKLYN,Saturday,April,68,43,No Holiday,A2016,260
4/16/2016,QUEENS,Saturday,April,68,43,No Holiday,A2016,164
4/17/2016,BROOKLYN,Sunday,April,75,44,No Holiday,A2016,226
4/17/2016,QUEENS,Sunday,April,75,44,No Holiday,A2016,191
4/18/2016,BROOKLYN,Monday,April,82,51,No Holiday,A2016,234
4/18/2016,QUEENS,Monday,April,82,51,No Holiday,A2016,201
4/19/2016,BROOKLYN,Tuesday,April,73,55,No Holiday,A2016,223
4/19/2016,QUEENS,Tuesday,April,73,55,No Holiday,A2016,162
4/20/2016,BROOKLYN,Wednesday,April,69,49,No Holiday,A2016,228
4/20/2016,QUEENS,Wednesday,April,69,49,No Holiday,A2016,189
4/21/2016,BROOKLYN,Thursday,April,73,49,No Holiday,A2016,236
4/21/2016,QUEENS,Thursday,April,73,49,No Holiday,A2016,180
4/22/2016,BROOKLYN,Friday,April,79,62,No Holiday,A2016,269
4/22/2016,QUEENS,Friday,April,79,62,No Holiday,A2016,201
4/23/2016,BROOKLYN,Saturday,April,71,54,No Holiday,A2016,239
4/23/2016,QUEENS,Saturday,April,71,54,No Holiday,A2016,197
4/24/2016,BROOKLYN,Sunday,April,68,47,No Holiday,A2016,209
4/24/2016,QUEENS,Sunday,April,68,47,No Holiday,A2016,166
4/25/2016,BROOKLYN,Monday,April,69,50,No Holiday,A2016,210
4/25/2016,QUEENS,Monday,April,69,50,No Holiday,A2016,183
4/26/2016,BROOKLYN,Tuesday,April,60,47,No Holiday,A2016,252
4/26/2016,QUEENS,Tuesday,April,60,47,No Holiday,A2016,147
4/27/2016,BROOKLYN,Wednesday,April,62,46,No Holiday,A2016,208
4/27/2016,QUEENS,Wednesday,April,62,46,No Holiday,A2016,148
4/28/2016,BROOKLYN,Thursday,April,59,48,No Holiday,A2016,235
4/28/2016,QUEENS,Thursday,April,59,48,No Holiday,A2016,171
4/29/2016,BROOKLYN,Friday,April,58,45,No Holiday,A2016,233
4/29/2016,QUEENS,Friday,April,58,45,No Holiday,A2016,147
4/30/2016,BROOKLYN,Saturday,April,65,46,No Holiday,A2016,234
4/30/2016,QUEENS,Saturday,April,65,46,No Holiday,A2016,129
5/1/2016,BROOKLYN,Sunday,May,51,45,No Holiday,A2016,216
5/1/2016,QUEENS,Sunday,May,51,45,No Holiday,A2016,167
5/2/2016,BROOKLYN,Monday,May,60,45,No Holiday,A2016,231
5/2/2016,QUEENS,Monday,May,60,45,No Holiday,A2016,148
5/3/2016,BROOKLYN,Tuesday,May,56,51,No Holiday,A2016,234
5/3/2016,QUEENS,Tuesday,May,56,51,No Holiday,A2016,159
5/4/2016,BROOKLYN,Wednesday,May,52,48,No Holiday,A2016,236
5/4/2016,QUEENS,Wednesday,May,52,48,No Holiday,A2016,151
5/5/2016,BROOKLYN,Thursday,May,57,46,No Holiday,A2016,243
5/5/2016,QUEENS,Thursday,May,57,46,No Holiday,A2016,165
5/6/2016,BROOKLYN,Friday,May,54,48,No Holiday,A2016,246
5/6/2016,QUEENS,Friday,May,54,48,No Holiday,A2016,166
5/7/2016,BROOKLYN,Saturday,May,60,48,No Holiday,A2016,218
5/7/2016,QUEENS,Saturday,May,60,48,No Holiday,A2016,173
5/8/2016,BROOKLYN,Sunday,May,66,49,No Holiday,A2016,208
5/8/2016,QUEENS,Sunday,May,66,49,No Holiday,A2016,180
5/9/2016,BROOKLYN,Monday,May,72,52,No Holiday,A2016,249
5/9/2016,QUEENS,Monday,May,72,52,No Holiday,A2016,176
5/10/2016,BROOKLYN,Tuesday,May,63,50,No Holiday,A2016,230
5/10/2016,QUEENS,Tuesday,May,63,50,No Holiday,A2016,193
5/11/2016,BROOKLYN,Wednesday,May,76,50,No Holiday,A2016,267
5/11/2016,QUEENS,Wednesday,May,76,50,No Holiday,A2016,195
5/12/2016,BROOKLYN,Thursday,May,80,56,No Holiday,A2016,288
5/12/2016,QUEENS,Thursday,May,80,56,No Holiday,A2016,156
5/13/2016,BROOKLYN,Friday,May,65,57,No Holiday,A2016,255
5/13/2016,QUEENS,Friday,May,65,57,No Holiday,A2016,164
5/14/2016,BROOKLYN,Saturday,May,73,56,No Holiday,A2016,263
5/14/2016,QUEENS,Saturday,May,73,56,No Holiday,A2016,199
5/15/2016,BROOKLYN,Sunday,May,59,46,No Holiday,A2016,257
5/15/2016,QUEENS,Sunday,May,59,46,No Holiday,A2016,203
5/16/2016,BROOKLYN,Monday,May,66,43,No Holiday,A2016,211
5/16/2016,QUEENS,Monday,May,66,43,No Holiday,A2016,177
5/17/2016,BROOKLYN,Tuesday,May,64,52,No Holiday,A2016,251
5/17/2016,QUEENS,Tuesday,May,64,52,No Holiday,A2016,201
5/18/2016,BROOKLYN,Wednesday,May,68,52,No Holiday,A2016,280
5/18/2016,QUEENS,Wednesday,May,68,52,No Holiday,A2016,180
5/19/2016,BROOKLYN,Thursday,May,73,54,No Holiday,A2016,243
5/19/2016,QUEENS,Thursday,May,73,54,No Holiday,A2016,161
5/20/2016,BROOKLYN,Friday,May,76,53,No Holiday,A2016,260
5/20/2016,QUEENS,Friday,May,76,53,No Holiday,A2016,184
5/21/2016,BROOKLYN,Saturday,May,66,54,No Holiday,A2016,223
5/21/2016,QUEENS,Saturday,May,66,54,No Holiday,A2016,172
5/22/2016,BROOKLYN,Sunday,May,70,52,No Holiday,A2016,230
5/22/2016,QUEENS,Sunday,May,70,52,No Holiday,A2016,199
5/23/2016,BROOKLYN,Monday,May,78,56,No Holiday,A2016,264
5/23/2016,QUEENS,Monday,May,78,56,No Holiday,A2016,185
5/24/2016,BROOKLYN,Tuesday,May,73,58,No Holiday,A2016,211
5/24/2016,QUEENS,Tuesday,May,73,58,No Holiday,A2016,168
5/25/2016,BROOKLYN,Wednesday,May,88,61,No Holiday,A2016,260
5/25/2016,QUEENS,Wednesday,May,88,61,No Holiday,A2016,207
5/26/2016,BROOKLYN,Thursday,May,90,69,No Holiday,A2016,251
5/26/2016,QUEENS,Thursday,May,90,69,No Holiday,A2016,210
5/27/2016,BROOKLYN,Friday,May,87,73,No Holiday,A2016,261
5/27/2016,QUEENS,Friday,May,87,73,No Holiday,A2016,151
5/28/2016,BROOKLYN,Saturday,May,92,71,No Holiday,A2016,262
5/28/2016,QUEENS,Saturday,May,92,71,No Holiday,A2016,197
5/29/2016,BROOKLYN,Sunday,May,87,70,No Holiday,A2016,266
5/29/2016,QUEENS,Sunday,May,87,70,No Holiday,A2016,186
5/30/2016,BROOKLYN,Monday,May,82,68,holiday,A2016,254
5/30/2016,QUEENS,Monday,May,82,68,holiday,A2016,148
5/31/2016,BROOKLYN,Tuesday,May,85,71,No Holiday,A2016,275
5/31/2016,QUEENS,Tuesday,May,85,71,No Holiday,A2016,200
6/1/2016,BROOKLYN,Wednesday,June,83,66,No Holiday,A2016,337
6/1/2016,QUEENS,Wednesday,June,83,66,No Holiday,A2016,228
6/2/2016,BROOKLYN,Thursday,June,78,62,No Holiday,A2016,270
6/2/2016,QUEENS,Thursday,June,78,62,No Holiday,A2016,177
6/3/2016,BROOKLYN,Friday,June,70,63,No Holiday,A2016,259
6/3/2016,QUEENS,Friday,June,70,63,No Holiday,A2016,146
6/4/2016,BROOKLYN,Saturday,June,83,66,No Holiday,A2016,233
6/4/2016,QUEENS,Saturday,June,83,66,No Holiday,A2016,164
6/5/2016,BROOKLYN,Sunday,June,71,65,No Holiday,A2016,243
6/5/2016,QUEENS,Sunday,June,71,65,No Holiday,A2016,193
6/6/2016,BROOKLYN,Monday,June,83,65,No Holiday,A2016,258
6/6/2016,QUEENS,Monday,June,83,65,No Holiday,A2016,201
6/7/2016,BROOKLYN,Tuesday,June,85,64,No Holiday,A2016,222
6/7/2016,QUEENS,Tuesday,June,85,64,No Holiday,A2016,196
6/8/2016,BROOKLYN,Wednesday,June,67,52,No Holiday,A2016,238
6/8/2016,QUEENS,Wednesday,June,67,52,No Holiday,A2016,193
6/9/2016,BROOKLYN,Thursday,June,71,54,No Holiday,A2016,213
6/9/2016,QUEENS,Thursday,June,71,54,No Holiday,A2016,193
6/10/2016,BROOKLYN,Friday,June,77,57,No Holiday,A2016,287
6/10/2016,QUEENS,Friday,June,77,57,No Holiday,A2016,186
6/11/2016,BROOKLYN,Saturday,June,88,59,No Holiday,A2016,234
6/11/2016,QUEENS,Saturday,June,88,59,No Holiday,A2016,175
6/12/2016,BROOKLYN,Sunday,June,83,62,No Holiday,A2016,252
6/12/2016,QUEENS,Sunday,June,83,62,No Holiday,A2016,189
6/13/2016,BROOKLYN,Monday,June,74,57,No Holiday,A2016,243
6/13/2016,QUEENS,Monday,June,74,57,No Holiday,A2016,154
6/14/2016,BROOKLYN,Tuesday,June,79,58,No Holiday,A2016,252
6/14/2016,QUEENS,Tuesday,June,79,58,No Holiday,A2016,194
6/15/2016,BROOKLYN,Wednesday,June,85,62,No Holiday,A2016,266
6/15/2016,QUEENS,Wednesday,June,85,62,No Holiday,A2016,207
6/16/2016,BROOKLYN,Thursday,June,74,65,No Holiday,A2016,252
6/16/2016,QUEENS,Thursday,June,74,65,No Holiday,A2016,176
6/17/2016,BROOKLYN,Friday,June,78,63,No Holiday,A2016,260
6/17/2016,QUEENS,Friday,June,78,63,No Holiday,A2016,198
6/18/2016,BROOKLYN,Saturday,June,87,61,No Holiday,A2016,235
6/18/2016,QUEENS,Saturday,June,87,61,No Holiday,A2016,185
6/19/2016,BROOKLYN,Sunday,June,88,66,No Holiday,A2016,249
6/19/2016,QUEENS,Sunday,June,88,66,No Holiday,A2016,187
6/20/2016,BROOKLYN,Monday,June,84,64,No Holiday,A2016,259
6/20/2016,QUEENS,Monday,June,84,64,No Holiday,A2016,196
6/21/2016,BROOKLYN,Tuesday,June,87,72,No Holiday,A2016,282
6/21/2016,QUEENS,Tuesday,June,87,72,No Holiday,A2016,171
6/22/2016,BROOKLYN,Wednesday,June,86,68,No Holiday,A2016,269
6/22/2016,QUEENS,Wednesday,June,86,68,No Holiday,A2016,177
6/23/2016,BROOKLYN,Thursday,June,83,69,No Holiday,A2016,244
6/23/2016,QUEENS,Thursday,June,83,69,No Holiday,A2016,171
6/24/2016,BROOKLYN,Friday,June,84,67,No Holiday,A2016,264
6/24/2016,QUEENS,Friday,June,84,67,No Holiday,A2016,191
6/25/2016,BROOKLYN,Saturday,June,86,64,No Holiday,A2016,250
6/25/2016,QUEENS,Saturday,June,86,64,No Holiday,A2016,178
6/26/2016,BROOKLYN,Sunday,June,87,67,No Holiday,A2016,242
6/26/2016,QUEENS,Sunday,June,87,67,No Holiday,A2016,182
6/27/2016,BROOKLYN,Monday,June,83,67,No Holiday,A2016,242
6/27/2016,QUEENS,Monday,June,83,67,No Holiday,A2016,178
6/28/2016,BROOKLYN,Tuesday,June,76,68,No Holiday,A2016,230
6/28/2016,QUEENS,Tuesday,June,76,68,No Holiday,A2016,212
6/29/2016,BROOKLYN,Wednesday,June,83,67,No Holiday,A2016,271
6/29/2016,QUEENS,Wednesday,June,83,67,No Holiday,A2016,179
6/30/2016,BROOKLYN,Thursday,June,85,67,No Holiday,A2016,264
6/30/2016,QUEENS,Thursday,June,85,67,No Holiday,A2016,179
7/1/2016,BROOKLYN,Friday,July,79,66,No Holiday,A2016,282
7/1/2016,QUEENS,Friday,July,79,66,No Holiday,A2016,221
7/2/2016,BROOKLYN,Saturday,July,76,63,No Holiday,A2016,258
7/2/2016,QUEENS,Saturday,July,76,63,No Holiday,A2016,183
7/3/2016,BROOKLYN,Sunday,July,78,64,No Holiday,A2016,244
7/3/2016,QUEENS,Sunday,July,78,64,No Holiday,A2016,161
7/4/2016,BROOKLYN,Monday,July,84,66,holiday,A2016,258
7/4/2016,QUEENS,Monday,July,84,66,holiday,A2016,172
7/5/2016,BROOKLYN,Tuesday,July,86,69,No Holiday,A2016,237
7/5/2016,QUEENS,Tuesday,July,86,69,No Holiday,A2016,174
7/6/2016,BROOKLYN,Wednesday,July,91,75,No Holiday,A2016,261
7/6/2016,QUEENS,Wednesday,July,91,75,No Holiday,A2016,181
7/7/2016,BROOKLYN,Thursday,July,89,77,No Holiday,A2016,242
7/7/2016,QUEENS,Thursday,July,89,77,No Holiday,A2016,202
7/8/2016,BROOKLYN,Friday,July,86,67,No Holiday,A2016,230
7/8/2016,QUEENS,Friday,July,86,67,No Holiday,A2016,180
7/9/2016,BROOKLYN,Saturday,July,72,65,No Holiday,A2016,226
7/9/2016,QUEENS,Saturday,July,72,65,No Holiday,A2016,170
7/10/2016,BROOKLYN,Sunday,July,80,66,No Holiday,A2016,218
7/10/2016,QUEENS,Sunday,July,80,66,No Holiday,A2016,194
7/11/2016,BROOKLYN,Monday,July,81,65,No Holiday,A2016,226
7/11/2016,QUEENS,Monday,July,81,65,No Holiday,A2016,166
7/12/2016,BROOKLYN,Tuesday,July,82,68,No Holiday,A2016,234
7/12/2016,QUEENS,Tuesday,July,82,68,No Holiday,A2016,180
7/13/2016,BROOKLYN,Wednesday,July,85,71,No Holiday,A2016,248
7/13/2016,QUEENS,Wednesday,July,85,71,No Holiday,A2016,151
7/14/2016,BROOKLYN,Thursday,July,88,73,No Holiday,A2016,228
7/14/2016,QUEENS,Thursday,July,88,73,No Holiday,A2016,197
7/15/2016,BROOKLYN,Friday,July,88,79,No Holiday,A2016,269
7/15/2016,QUEENS,Friday,July,88,79,No Holiday,A2016,183
7/16/2016,BROOKLYN,Saturday,July,90,75,No Holiday,A2016,237
7/16/2016,QUEENS,Saturday,July,90,75,No Holiday,A2016,194
7/17/2016,BROOKLYN,Sunday,July,89,75,No Holiday,A2016,234
7/17/2016,QUEENS,Sunday,July,89,75,No Holiday,A2016,197
7/18/2016,BROOKLYN,Monday,July,93,72,No Holiday,A2016,251
7/18/2016,QUEENS,Monday,July,93,72,No Holiday,A2016,178
7/19/2016,BROOKLYN,Tuesday,July,83,73,No Holiday,A2016,207
7/19/2016,QUEENS,Tuesday,July,83,73,No Holiday,A2016,203
7/20/2016,BROOKLYN,Wednesday,July,85,68,No Holiday,A2016,244
7/20/2016,QUEENS,Wednesday,July,85,68,No Holiday,A2016,182
7/21/2016,BROOKLYN,Thursday,July,90,71,No Holiday,A2016,260
7/21/2016,QUEENS,Thursday,July,90,71,No Holiday,A2016,171
7/22/2016,BROOKLYN,Friday,July,94,74,No Holiday,A2016,263
7/22/2016,QUEENS,Friday,July,94,74,No Holiday,A2016,191
7/23/2016,BROOKLYN,Saturday,July,96,80,No Holiday,A2016,308
7/23/2016,QUEENS,Saturday,July,96,80,No Holiday,A2016,178
7/24/2016,BROOKLYN,Sunday,July,94,75,No Holiday,A2016,268
7/24/2016,QUEENS,Sunday,July,94,75,No Holiday,A2016,198
7/25/2016,BROOKLYN,Monday,July,93,73,No Holiday,A2016,241
7/25/2016,QUEENS,Monday,July,93,73,No Holiday,A2016,157
7/26/2016,BROOKLYN,Tuesday,July,89,72,No Holiday,A2016,243
7/26/2016,QUEENS,Tuesday,July,89,72,No Holiday,A2016,177
7/27/2016,BROOKLYN,Wednesday,July,91,74,No Holiday,A2016,272
7/27/2016,QUEENS,Wednesday,July,91,74,No Holiday,A2016,196
7/28/2016,BROOKLYN,Thursday,July,95,75,No Holiday,A2016,250
7/28/2016,QUEENS,Thursday,July,95,75,No Holiday,A2016,191
7/29/2016,BROOKLYN,Friday,July,85,69,No Holiday,A2016,257
7/29/2016,QUEENS,Friday,July,85,69,No Holiday,A2016,178
7/30/2016,BROOKLYN,Saturday,July,84,73,No Holiday,A2016,257
7/30/2016,QUEENS,Saturday,July,84,73,No Holiday,A2016,187
7/31/2016,BROOKLYN,Sunday,July,78,71,No Holiday,A2016,231
7/31/2016,QUEENS,Sunday,July,78,71,No Holiday,A2016,189
8/1/2016,BROOKLYN,Monday,August,80,69,No Holiday,A2016,322
8/1/2016,QUEENS,Monday,August,80,69,No Holiday,A2016,199
8/2/2016,BROOKLYN,Tuesday,August,79,68,No Holiday,A2016,251
8/2/2016,QUEENS,Tuesday,August,79,68,No Holiday,A2016,173
8/3/2016,BROOKLYN,Wednesday,August,80,66,No Holiday,A2016,243
8/3/2016,QUEENS,Wednesday,August,80,66,No Holiday,A2016,167
8/4/2016,BROOKLYN,Thursday,August,81,67,No Holiday,A2016,247
8/4/2016,QUEENS,Thursday,August,81,67,No Holiday,A2016,188
8/5/2016,BROOKLYN,Friday,August,83,69,No Holiday,A2016,260
8/5/2016,QUEENS,Friday,August,83,69,No Holiday,A2016,165
8/6/2016,BROOKLYN,Saturday,August,87,72,No Holiday,A2016,267
8/6/2016,QUEENS,Saturday,August,87,72,No Holiday,A2016,189
8/7/2016,BROOKLYN,Sunday,August,86,70,No Holiday,A2016,263
8/7/2016,QUEENS,Sunday,August,86,70,No Holiday,A2016,183
8/8/2016,BROOKLYN,Monday,August,86,71,No Holiday,A2016,260
8/8/2016,QUEENS,Monday,August,86,71,No Holiday,A2016,169
8/9/2016,BROOKLYN,Tuesday,August,87,71,No Holiday,A2016,241
8/9/2016,QUEENS,Tuesday,August,87,71,No Holiday,A2016,181
8/10/2016,BROOKLYN,Wednesday,August,86,75,No Holiday,A2016,291
8/10/2016,QUEENS,Wednesday,August,86,75,No Holiday,A2016,186
8/11/2016,BROOKLYN,Thursday,August,91,74,No Holiday,A2016,262
8/11/2016,QUEENS,Thursday,August,91,74,No Holiday,A2016,169
8/12/2016,BROOKLYN,Friday,August,93,73,No Holiday,A2016,262
8/12/2016,QUEENS,Friday,August,93,73,No Holiday,A2016,178
8/13/2016,BROOKLYN,Saturday,August,96,81,No Holiday,A2016,270
8/13/2016,QUEENS,Saturday,August,96,81,No Holiday,A2016,186
8/14/2016,BROOKLYN,Sunday,August,94,78,No Holiday,A2016,268
8/14/2016,QUEENS,Sunday,August,94,78,No Holiday,A2016,175
8/15/2016,BROOKLYN,Monday,August,92,77,No Holiday,A2016,288
8/15/2016,QUEENS,Monday,August,92,77,No Holiday,A2016,140
8/16/2016,BROOKLYN,Tuesday,August,87,78,No Holiday,A2016,278
8/16/2016,QUEENS,Tuesday,August,87,78,No Holiday,A2016,176
8/17/2016,BROOKLYN,Wednesday,August,85,77,No Holiday,A2016,254
8/17/2016,QUEENS,Wednesday,August,85,77,No Holiday,A2016,187
8/18/2016,BROOKLYN,Thursday,August,85,72,No Holiday,A2016,256
8/18/2016,QUEENS,Thursday,August,85,72,No Holiday,A2016,193
8/19/2016,BROOKLYN,Friday,August,88,74,No Holiday,A2016,282
8/19/2016,QUEENS,Friday,August,88,74,No Holiday,A2016,155
8/20/2016,BROOKLYN,Saturday,August,83,70,No Holiday,A2016,305
8/20/2016,QUEENS,Saturday,August,83,70,No Holiday,A2016,201
8/21/2016,BROOKLYN,Sunday,August,86,73,No Holiday,A2016,232
8/21/2016,QUEENS,Sunday,August,86,73,No Holiday,A2016,189
8/22/2016,BROOKLYN,Monday,August,79,65,No Holiday,A2016,288
8/22/2016,QUEENS,Monday,August,79,65,No Holiday,A2016,170
8/23/2016,BROOKLYN,Tuesday,August,82,61,No Holiday,A2016,250
8/23/2016,QUEENS,Tuesday,August,82,61,No Holiday,A2016,167
8/24/2016,BROOKLYN,Wednesday,August,88,68,No Holiday,A2016,266
8/24/2016,QUEENS,Wednesday,August,88,68,No Holiday,A2016,165
8/25/2016,BROOKLYN,Thursday,August,86,69,No Holiday,A2016,262
8/25/2016,QUEENS,Thursday,August,86,69,No Holiday,A2016,192
8/26/2016,BROOKLYN,Friday,August,90,75,No Holiday,A2016,260
8/26/2016,QUEENS,Friday,August,90,75,No Holiday,A2016,179
8/27/2016,BROOKLYN,Saturday,August,89,73,No Holiday,A2016,271
8/27/2016,QUEENS,Saturday,August,89,73,No Holiday,A2016,171
8/28/2016,BROOKLYN,Sunday,August,89,72,No Holiday,A2016,295
8/28/2016,QUEENS,Sunday,August,89,72,No Holiday,A2016,184
8/29/2016,BROOKLYN,Monday,August,91,74,No Holiday,A2016,214
8/29/2016,QUEENS,Monday,August,91,74,No Holiday,A2016,157
8/30/2016,BROOKLYN,Tuesday,August,86,69,No Holiday,A2016,273
8/30/2016,QUEENS,Tuesday,August,86,69,No Holiday,A2016,169
8/31/2016,BROOKLYN,Wednesday,August,89,74,No Holiday,A2016,254
8/31/2016,QUEENS,Wednesday,August,89,74,No Holiday,A2016,172
9/1/2016,BROOKLYN,Thursday,September,79,69,No Holiday,A2016,263
9/1/2016,QUEENS,Thursday,September,79,69,No Holiday,A2016,166
9/2/2016,BROOKLYN,Friday,September,81,66,No Holiday,A2016,267
9/2/2016,QUEENS,Friday,September,81,66,No Holiday,A2016,157
9/3/2016,BROOKLYN,Saturday,September,75,66,No Holiday,A2016,248
9/3/2016,QUEENS,Saturday,September,75,66,No Holiday,A2016,178
9/4/2016,BROOKLYN,Sunday,September,80,65,No Holiday,A2016,255
9/4/2016,QUEENS,Sunday,September,80,65,No Holiday,A2016,197
9/5/2016,BROOKLYN,Monday,September,84,65,holiday,A2016,288
9/5/2016,QUEENS,Monday,September,84,65,holiday,A2016,183
9/6/2016,BROOKLYN,Tuesday,September,80,71,No Holiday,A2016,253
9/6/2016,QUEENS,Tuesday,September,80,71,No Holiday,A2016,158
9/7/2016,BROOKLYN,Wednesday,September,85,71,No Holiday,A2016,247
9/7/2016,QUEENS,Wednesday,September,85,71,No Holiday,A2016,156
9/8/2016,BROOKLYN,Thursday,September,89,71,No Holiday,A2016,249
9/8/2016,QUEENS,Thursday,September,89,71,No Holiday,A2016,183
9/9/2016,BROOKLYN,Friday,September,91,75,No Holiday,A2016,277
9/9/2016,QUEENS,Friday,September,91,75,No Holiday,A2016,198
9/10/2016,BROOKLYN,Saturday,September,90,74,No Holiday,A2016,271
9/10/2016,QUEENS,Saturday,September,90,74,No Holiday,A2016,198
9/11/2016,BROOKLYN,Sunday,September,83,67,No Holiday,A2016,237
9/11/2016,QUEENS,Sunday,September,83,67,No Holiday,A2016,179
9/12/2016,BROOKLYN,Monday,September,78,62,No Holiday,A2016,259
9/12/2016,QUEENS,Monday,September,78,62,No Holiday,A2016,145
9/13/2016,BROOKLYN,Tuesday,September,83,64,No Holiday,A2016,237
9/13/2016,QUEENS,Tuesday,September,83,64,No Holiday,A2016,181
9/14/2016,BROOKLYN,Wednesday,September,91,67,No Holiday,A2016,244
9/14/2016,QUEENS,Wednesday,September,91,67,No Holiday,A2016,163
9/15/2016,BROOKLYN,Thursday,September,74,61,No Holiday,A2016,268
9/15/2016,QUEENS,Thursday,September,74,61,No Holiday,A2016,181
9/16/2016,BROOKLYN,Friday,September,73,61,No Holiday,A2016,268
9/16/2016,QUEENS,Friday,September,73,61,No Holiday,A2016,184
9/17/2016,BROOKLYN,Saturday,September,77,59,No Holiday,A2016,254
9/17/2016,QUEENS,Saturday,September,77,59,No Holiday,A2016,192
9/18/2016,BROOKLYN,Sunday,September,82,70,No Holiday,A2016,230
9/18/2016,QUEENS,Sunday,September,82,70,No Holiday,A2016,196
9/19/2016,BROOKLYN,Monday,September,76,69,No Holiday,A2016,221
9/19/2016,QUEENS,Monday,September,76,69,No Holiday,A2016,157
9/20/2016,BROOKLYN,Tuesday,September,82,68,No Holiday,A2016,253
9/20/2016,QUEENS,Tuesday,September,82,68,No Holiday,A2016,189
9/21/2016,BROOKLYN,Wednesday,September,84,68,No Holiday,A2016,264
9/21/2016,QUEENS,Wednesday,September,84,68,No Holiday,A2016,183
9/22/2016,BROOKLYN,Thursday,September,86,65,No Holiday,A2016,234
9/22/2016,QUEENS,Thursday,September,86,65,No Holiday,A2016,178
9/23/2016,BROOKLYN,Friday,September,87,64,No Holiday,A2016,278
9/23/2016,QUEENS,Friday,September,87,64,No Holiday,A2016,187
9/24/2016,BROOKLYN,Saturday,September,71,58,No Holiday,A2016,269
9/24/2016,QUEENS,Saturday,September,71,58,No Holiday,A2016,188
9/25/2016,BROOKLYN,Sunday,September,70,54,No Holiday,A2016,243
9/25/2016,QUEENS,Sunday,September,70,54,No Holiday,A2016,169
9/26/2016,BROOKLYN,Monday,September,74,54,No Holiday,A2016,241
9/26/2016,QUEENS,Monday,September,74,54,No Holiday,A2016,175
9/27/2016,BROOKLYN,Tuesday,September,74,64,No Holiday,A2016,248
9/27/2016,QUEENS,Tuesday,September,74,64,No Holiday,A2016,167
9/28/2016,BROOKLYN,Wednesday,September,69,56,No Holiday,A2016,245
