date,week day,Month,TMAX,TMIN,holiday
7/26/2010,Monday,July,87,68,No Holiday
7/27/2010,Tuesday,July,91,70,No Holiday
7/28/2010,Wednesday,July,89,74,No Holiday
7/29/2010,Thursday,July,89,74,No Holiday
7/30/2010,Friday,July,85,66,No Holiday
7/31/2010,Saturday,July,85,66,No Holiday
8/1/2010,Sunday,August,80,70,No Holiday
8/2/2010,Monday,August,85,69,No Holiday
8/3/2010,Tuesday,August,86,72,No Holiday
8/4/2010,Wednesday,August,91,75,No Holiday
8/5/2010,Thursday,August,95,77,No Holiday
8/6/2010,Friday,August,90,70,No Holiday
8/7/2010,Saturday,August,87,68,No Holiday
8/8/2010,Sunday,August,89,73,No Holiday
8/9/2010,Monday,August,94,74,No Holiday
8/10/2010,Tuesday,August,92,78,No Holiday
8/11/2010,Wednesday,August,93,76,No Holiday
8/12/2010,Thursday,August,76,68,No Holiday
8/13/2010,Friday,August,82,68,No Holiday
8/14/2010,Saturday,August,82,65,No Holiday
8/15/2010,Sunday,August,77,67,No Holiday
8/16/2010,Monday,August,86,69,No Holiday
8/17/2010,Tuesday,August,91,74,No Holiday
8/18/2010,Wednesday,August,86,72,No Holiday
8/19/2010,Thursday,August,91,68,No Holiday
8/20/2010,Friday,August,90,73,No Holiday
8/21/2010,Saturday,August,85,66,No Holiday
8/22/2010,Sunday,August,80,69,No Holiday
8/23/2010,Monday,August,70,65,No Holiday
8/24/2010,Tuesday,August,70,64,No Holiday
8/25/2010,Wednesday,August,69,64,No Holiday
8/26/2010,Thursday,August,82,65,No Holiday
8/27/2010,Friday,August,79,61,No Holiday
8/28/2010,Saturday,August,83,62,No Holiday
8/29/2010,Sunday,August,94,67,No Holiday
8/30/2010,Monday,August,92,72,No Holiday
8/31/2010,Tuesday,August,96,76,No Holiday
9/1/2010,Wednesday,September,96,76,No Holiday
9/2/2010,Thursday,September,94,78,No Holiday
9/3/2010,Friday,September,85,75,No Holiday
9/4/2010,Saturday,September,81,64,No Holiday
9/5/2010,Sunday,September,78,61,No Holiday
9/6/2010,Monday,September,80,60,holiday
9/7/2010,Tuesday,September,89,68,No Holiday
9/8/2010,Wednesday,September,90,66,No Holiday
9/9/2010,Thursday,September,70,61,No Holiday
9/10/2010,Friday,September,74,61,No Holiday
9/11/2010,Saturday,September,79,59,No Holiday
9/12/2010,Sunday,September,67,59,No Holiday
9/13/2010,Monday,September,77,59,No Holiday
9/14/2010,Tuesday,September,76,60,No Holiday
9/15/2010,Wednesday,September,72,57,No Holiday
9/16/2010,Thursday,September,72,57,No Holiday
9/17/2010,Friday,September,71,59,No Holiday
9/18/2010,Saturday,September,70,58,No Holiday
9/19/2010,Sunday,September,81,61,No Holiday
9/20/2010,Monday,September,74,59,No Holiday
9/21/2010,Tuesday,September,74,54,No Holiday
9/22/2010,Wednesday,September,87,64,No Holiday
9/23/2010,Thursday,September,81,66,No Holiday
9/24/2010,Friday,September,85,67,No Holiday
9/25/2010,Saturday,September,89,67,No Holiday
9/26/2010,Sunday,September,72,63,No Holiday
9/27/2010,Monday,September,72,61,No Holiday
9/28/2010,Tuesday,September,73,70,No Holiday
9/29/2010,Wednesday,September,78,63,No Holiday
9/30/2010,Thursday,September,75,69,No Holiday
10/1/2010,Friday,October,74,59,No Holiday
10/2/2010,Saturday,October,66,52,No Holiday
10/3/2010,Sunday,October,64,50,No Holiday
10/4/2010,Monday,October,55,52,No Holiday
10/5/2010,Tuesday,October,61,53,No Holiday
10/6/2010,Wednesday,October,64,54,No Holiday
10/7/2010,Thursday,October,71,53,No Holiday
10/8/2010,Friday,October,73,54,No Holiday
10/9/2010,Saturday,October,72,54,No Holiday
10/10/2010,Sunday,October,69,46,No Holiday
10/11/2010,Monday,October,75,57,holiday
10/12/2010,Tuesday,October,69,54,No Holiday
10/13/2010,Wednesday,October,64,48,No Holiday
10/14/2010,Thursday,October,63,50,No Holiday
10/15/2010,Friday,October,57,49,No Holiday
10/16/2010,Saturday,October,58,50,No Holiday
10/17/2010,Sunday,October,69,48,No Holiday
10/18/2010,Monday,October,60,50,No Holiday
10/19/2010,Tuesday,October,59,47,No Holiday
10/20/2010,Wednesday,October,59,47,No Holiday
10/21/2010,Thursday,October,62,49,No Holiday
10/22/2010,Friday,October,53,46,No Holiday
10/23/2010,Saturday,October,64,44,No Holiday
10/24/2010,Sunday,October,68,53,No Holiday
10/25/2010,Monday,October,74,54,No Holiday
10/26/2010,Tuesday,October,72,63,No Holiday
10/27/2010,Wednesday,October,75,65,No Holiday
10/28/2010,Thursday,October,74,56,No Holiday
10/29/2010,Friday,October,57,47,No Holiday
10/30/2010,Saturday,October,57,42,No Holiday
10/31/2010,Sunday,October,58,42,No Holiday
11/1/2010,Monday,November,49,37,No Holiday
11/2/2010,Tuesday,November,50,36,No Holiday
11/3/2010,Wednesday,November,54,41,No Holiday
11/4/2010,Thursday,November,51,47,No Holiday
11/5/2010,Friday,November,52,45,No Holiday
11/6/2010,Saturday,November,51,40,No Holiday
11/7/2010,Sunday,November,51,36,No Holiday
11/8/2010,Monday,November,45,40,No Holiday
11/9/2010,Tuesday,November,54,41,No Holiday
11/10/2010,Wednesday,November,56,46,No Holiday
11/11/2010,Thursday,November,56,42,holiday
11/12/2010,Friday,November,62,45,No Holiday
11/13/2010,Saturday,November,64,46,No Holiday
11/14/2010,Sunday,November,61,46,No Holiday
11/15/2010,Monday,November,57,50,No Holiday
11/16/2010,Tuesday,November,59,52,No Holiday
11/17/2010,Wednesday,November,60,51,No Holiday
11/18/2010,Thursday,November,55,45,No Holiday
11/19/2010,Friday,November,48,40,No Holiday
11/20/2010,Saturday,November,55,41,No Holiday
11/21/2010,Sunday,November,48,39,No Holiday
11/22/2010,Monday,November,65,45,No Holiday
11/23/2010,Tuesday,November,61,50,No Holiday
11/24/2010,Wednesday,November,50,41,No Holiday
11/25/2010,Thursday,November,46,39,holiday
11/26/2010,Friday,November,53,38,No Holiday
11/27/2010,Saturday,November,42,34,No Holiday
11/28/2010,Sunday,November,47,34,No Holiday
11/29/2010,Monday,November,48,35,No Holiday
11/30/2010,Tuesday,November,57,44,No Holiday
12/1/2010,Wednesday,December,60,40,No Holiday
12/2/2010,Thursday,December,42,34,No Holiday
12/3/2010,Friday,December,40,33,No Holiday
12/4/2010,Saturday,December,40,32,No Holiday
12/5/2010,Sunday,December,35,30,No Holiday
12/6/2010,Monday,December,35,30,No Holiday
12/7/2010,Tuesday,December,36,30,No Holiday
12/8/2010,Wednesday,December,34,27,No Holiday
12/9/2010,Thursday,December,30,23,No Holiday
12/10/2010,Friday,December,38,22,No Holiday
12/11/2010,Saturday,December,46,34,No Holiday
12/12/2010,Sunday,December,56,40,No Holiday
12/13/2010,Monday,December,49,21,No Holiday
12/14/2010,Tuesday,December,23,19,No Holiday
12/15/2010,Wednesday,December,27,20,No Holiday
12/16/2010,Thursday,December,30,23,No Holiday
12/17/2010,Friday,December,36,23,No Holiday
12/18/2010,Saturday,December,36,28,No Holiday
12/19/2010,Sunday,December,37,30,No Holiday
12/20/2010,Monday,December,37,25,No Holiday
12/21/2010,Tuesday,December,38,28,No Holiday
12/22/2010,Wednesday,December,38,28,No Holiday
12/23/2010,Thursday,December,35,30,No Holiday
12/24/2010,Friday,December,40,29,No Holiday
12/25/2010,Saturday,December,32,25,holiday
12/26/2010,Sunday,December,30,21,No Holiday
12/27/2010,Monday,December,28,20,No Holiday
12/28/2010,Tuesday,December,38,24,No Holiday
12/29/2010,Wednesday,December,37,31,No Holiday
12/30/2010,Thursday,December,40,28,No Holiday
12/31/2010,Friday,December,45,36,No Holiday
1/1/2011,Saturday,January ,53,40,holiday
1/2/2011,Sunday,January ,52,35,No Holiday
1/3/2011,Monday,January ,36,28,No Holiday
1/4/2011,Tuesday,January ,40,30,No Holiday
1/5/2011,Wednesday,January ,39,29,No Holiday
1/6/2011,Thursday,January ,33,26,No Holiday
1/7/2011,Friday,January ,33,25,No Holiday
1/8/2011,Saturday,January ,31,23,No Holiday
1/9/2011,Sunday,January ,32,26,No Holiday
1/10/2011,Monday,January ,35,24,No Holiday
1/11/2011,Tuesday,January ,31,23,No Holiday
1/12/2011,Wednesday,January ,31,24,No Holiday
1/13/2011,Thursday,January ,30,18,No Holiday
1/14/2011,Friday,January ,30,18,No Holiday
1/15/2011,Saturday,January ,38,23,No Holiday
1/16/2011,Sunday,January ,37,26,No Holiday
1/17/2011,Monday,January ,27,19,holiday
1/18/2011,Tuesday,January ,41,24,No Holiday
1/19/2011,Wednesday,January ,41,35,No Holiday
1/20/2011,Thursday,January ,35,30,No Holiday
1/21/2011,Friday,January ,32,18,No Holiday
1/22/2011,Saturday,January ,24,13,No Holiday
1/23/2011,Sunday,January ,24,11,No Holiday
1/24/2011,Monday,January ,24,6,No Holiday
1/25/2011,Tuesday,January ,37,24,No Holiday
1/26/2011,Wednesday,January ,35,30,No Holiday
1/27/2011,Thursday,January ,36,29,No Holiday
1/28/2011,Friday,January ,34,28,No Holiday
1/29/2011,Saturday,January ,36,29,No Holiday
1/30/2011,Sunday,January ,39,27,No Holiday
1/31/2011,Monday,January ,31,22,No Holiday
2/1/2011,Tuesday,February,30,25,No Holiday
2/2/2011,Wednesday,February,38,27,No Holiday
2/3/2011,Thursday,February,34,24,No Holiday
2/4/2011,Friday,February,34,23,No Holiday
2/5/2011,Saturday,February,43,31,No Holiday
2/6/2011,Sunday,February,45,37,No Holiday
2/7/2011,Monday,February,45,36,No Holiday
2/8/2011,Tuesday,February,41,18,No Holiday
2/9/2011,Wednesday,February,29,15,No Holiday
2/10/2011,Thursday,February,29,22,No Holiday
2/11/2011,Friday,February,37,19,No Holiday
2/12/2011,Saturday,February,40,30,No Holiday
2/13/2011,Sunday,February,46,28,No Holiday
2/14/2011,Monday,February,58,37,No Holiday
2/15/2011,Tuesday,February,37,25,No Holiday
2/16/2011,Wednesday,February,48,26,No Holiday
2/17/2011,Thursday,February,63,46,No Holiday
2/18/2011,Friday,February,67,46,No Holiday
2/19/2011,Saturday,February,54,23,No Holiday
2/20/2011,Sunday,February,40,21,No Holiday
2/21/2011,Monday,February,37,24,holiday
2/22/2011,Tuesday,February,36,16,No Holiday
2/23/2011,Wednesday,February,40,21,No Holiday
2/24/2011,Thursday,February,44,30,No Holiday
2/25/2011,Friday,February,57,34,No Holiday
2/26/2011,Saturday,February,43,31,No Holiday
2/27/2011,Sunday,February,50,38,No Holiday
2/28/2011,Monday,February,60,40,No Holiday
3/1/2011,Tuesday,March,46,33,No Holiday
3/2/2011,Wednesday,March,53,25,No Holiday
3/3/2011,Thursday,March,33,20,No Holiday
3/4/2011,Friday,March,41,27,No Holiday
3/5/2011,Saturday,March,61,41,No Holiday
3/6/2011,Sunday,March,54,50,No Holiday
3/7/2011,Monday,March,53,34,No Holiday
3/8/2011,Tuesday,March,48,29,No Holiday
3/9/2011,Wednesday,March,45,34,No Holiday
3/10/2011,Thursday,March,53,38,No Holiday
3/11/2011,Friday,March,55,40,No Holiday
3/12/2011,Saturday,March,56,38,No Holiday
3/13/2011,Sunday,March,53,41,No Holiday
3/14/2011,Monday,March,45,37,No Holiday
3/15/2011,Tuesday,March,47,34,No Holiday
3/16/2011,Wednesday,March,57,38,No Holiday
3/17/2011,Thursday,March,65,44,No Holiday
3/18/2011,Friday,March,77,51,No Holiday
3/19/2011,Saturday,March,59,38,No Holiday
3/20/2011,Sunday,March,51,34,No Holiday
3/21/2011,Monday,March,45,36,No Holiday
3/22/2011,Tuesday,March,50,40,No Holiday
3/23/2011,Wednesday,March,40,32,No Holiday
3/24/2011,Thursday,March,44,30,No Holiday
3/25/2011,Friday,March,42,28,No Holiday
3/26/2011,Saturday,March,40,26,No Holiday
3/27/2011,Sunday,March,45,28,No Holiday
3/28/2011,Monday,March,45,26,No Holiday
3/29/2011,Tuesday,March,49,31,No Holiday
3/30/2011,Wednesday,March,53,36,No Holiday
3/31/2011,Thursday,March,43,37,No Holiday
4/1/2011,Friday,April,44,35,No Holiday
4/2/2011,Saturday,April,55,38,No Holiday
4/3/2011,Sunday,April,58,42,No Holiday
4/4/2011,Monday,April,63,43,No Holiday
4/5/2011,Tuesday,April,67,41,No Holiday
4/6/2011,Wednesday,April,55,38,No Holiday
4/7/2011,Thursday,April,52,42,No Holiday
4/8/2011,Friday,April,49,42,No Holiday
4/9/2011,Saturday,April,58,40,No Holiday
4/10/2011,Sunday,April,56,46,No Holiday
4/11/2011,Monday,April,81,50,No Holiday
4/12/2011,Tuesday,April,72,45,No Holiday
4/13/2011,Wednesday,April,50,43,No Holiday
4/14/2011,Thursday,April,69,48,No Holiday
4/15/2011,Friday,April,56,41,No Holiday
4/16/2011,Saturday,April,55,41,No Holiday
4/17/2011,Sunday,April,61,50,No Holiday
4/18/2011,Monday,April,63,47,No Holiday
4/19/2011,Tuesday,April,53,47,No Holiday
4/20/2011,Wednesday,April,65,45,No Holiday
4/21/2011,Thursday,April,63,43,No Holiday
4/22/2011,Friday,April,51,40,No Holiday
4/23/2011,Saturday,April,61,43,No Holiday
4/24/2011,Sunday,April,80,54,No Holiday
4/25/2011,Monday,April,75,56,No Holiday
4/26/2011,Tuesday,April,83,54,No Holiday
4/27/2011,Wednesday,April,75,61,No Holiday
4/28/2011,Thursday,April,72,61,No Holiday
4/29/2011,Friday,April,69,54,No Holiday
4/30/2011,Saturday,April,67,50,No Holiday
5/1/2011,Sunday,May,69,50,No Holiday
5/2/2011,Monday,May,63,50,No Holiday
5/3/2011,Tuesday,May,75,55,No Holiday
5/4/2011,Wednesday,May,64,46,No Holiday
5/5/2011,Thursday,May,65,46,No Holiday
5/6/2011,Friday,May,72,50,No Holiday
5/7/2011,Saturday,May,72,55,No Holiday
5/8/2011,Sunday,May,74,52,No Holiday
5/9/2011,Monday,May,71,54,No Holiday
5/10/2011,Tuesday,May,75,53,No Holiday
5/11/2011,Wednesday,May,71,52,No Holiday
5/12/2011,Thursday,May,74,52,No Holiday
5/13/2011,Friday,May,67,52,No Holiday
5/14/2011,Saturday,May,64,57,No Holiday
5/15/2011,Sunday,May,69,58,No Holiday
5/16/2011,Monday,May,62,53,No Holiday
5/17/2011,Tuesday,May,60,52,No Holiday
5/18/2011,Wednesday,May,67,54,No Holiday
5/19/2011,Thursday,May,75,60,No Holiday
5/20/2011,Friday,May,64,57,No Holiday
5/21/2011,Saturday,May,78,55,No Holiday
5/22/2011,Sunday,May,58,54,No Holiday
5/23/2011,Monday,May,67,55,No Holiday
5/24/2011,Tuesday,May,81,66,No Holiday
5/25/2011,Wednesday,May,84,65,No Holiday
5/26/2011,Thursday,May,78,64,No Holiday
5/27/2011,Friday,May,83,65,No Holiday
5/28/2011,Saturday,May,84,67,No Holiday
5/29/2011,Sunday,May,82,67,No Holiday
5/30/2011,Monday,May,86,70,holiday
5/31/2011,Tuesday,May,89,69,No Holiday
6/1/2011,Wednesday,June,90,69,No Holiday
6/2/2011,Thursday,June,80,62,No Holiday
6/3/2011,Friday,June,76,57,No Holiday
6/4/2011,Saturday,June,75,59,No Holiday
6/5/2011,Sunday,June,70,56,No Holiday
6/6/2011,Monday,June,81,60,No Holiday
6/7/2011,Tuesday,June,87,66,No Holiday
6/8/2011,Wednesday,June,94,73,No Holiday
6/9/2011,Thursday,June,95,69,No Holiday
6/10/2011,Friday,June,87,70,No Holiday
6/11/2011,Saturday,June,72,59,No Holiday
6/12/2011,Sunday,June,74,58,No Holiday
6/13/2011,Monday,June,73,60,No Holiday
6/14/2011,Tuesday,June,72,58,No Holiday
6/15/2011,Wednesday,June,83,56,No Holiday
6/16/2011,Thursday,June,84,62,No Holiday
6/17/2011,Friday,June,76,64,No Holiday
6/18/2011,Saturday,June,83,64,No Holiday
6/19/2011,Sunday,June,83,69,No Holiday
6/20/2011,Monday,June,81,67,No Holiday
6/21/2011,Tuesday,June,82,70,No Holiday
6/22/2011,Wednesday,June,80,71,No Holiday
6/23/2011,Thursday,June,71,66,No Holiday
6/24/2011,Friday,June,70,65,No Holiday
6/25/2011,Saturday,June,80,64,No Holiday
6/26/2011,Sunday,June,79,66,No Holiday
6/27/2011,Monday,June,82,66,No Holiday
6/28/2011,Tuesday,June,83,72,No Holiday
6/29/2011,Wednesday,June,82,69,No Holiday
6/30/2011,Thursday,June,82,65,No Holiday
7/1/2011,Friday,July,83,63,No Holiday
7/2/2011,Saturday,July,86,68,No Holiday
7/3/2011,Sunday,July,74,69,No Holiday
7/4/2011,Monday,July,86,70,holiday
7/5/2011,Tuesday,July,87,70,No Holiday
7/6/2011,Wednesday,July,89,73,No Holiday
7/7/2011,Thursday,July,92,74,No Holiday
7/8/2011,Friday,July,85,68,No Holiday
7/9/2011,Saturday,July,88,67,No Holiday
7/10/2011,Sunday,July,86,68,No Holiday
7/11/2011,Monday,July,91,74,No Holiday
7/12/2011,Tuesday,July,93,78,No Holiday
7/13/2011,Wednesday,July,86,69,No Holiday
7/14/2011,Thursday,July,84,64,No Holiday
7/15/2011,Friday,July,87,66,No Holiday
7/16/2011,Saturday,July,90,70,No Holiday
7/17/2011,Sunday,July,91,72,No Holiday
7/18/2011,Monday,July,95,75,No Holiday
7/19/2011,Tuesday,July,94,75,No Holiday
7/20/2011,Wednesday,July,89,75,No Holiday
7/21/2011,Thursday,July,97,75,No Holiday
7/22/2011,Friday,July,104,84,No Holiday
7/23/2011,Saturday,July,100,83,No Holiday
7/24/2011,Sunday,July,91,78,No Holiday
7/25/2011,Monday,July,80,68,No Holiday
7/26/2011,Tuesday,July,90,69,No Holiday
7/27/2011,Wednesday,July,84,68,No Holiday
7/28/2011,Thursday,July,87,71,No Holiday
7/29/2011,Friday,July,84,71,No Holiday
7/30/2011,Saturday,July,91,74,No Holiday
7/31/2011,Sunday,July,91,71,No Holiday
8/1/2011,Monday,August,94,71,No Holiday
8/2/2011,Tuesday,August,91,73,No Holiday
8/3/2011,Wednesday,August,88,67,No Holiday
8/4/2011,Thursday,August,84,67,No Holiday
8/5/2011,Friday,August,86,70,No Holiday
8/6/2011,Saturday,August,85,72,No Holiday
8/7/2011,Sunday,August,89,73,No Holiday
8/8/2011,Monday,August,90,74,No Holiday
8/9/2011,Tuesday,August,83,71,No Holiday
8/10/2011,Wednesday,August,86,70,No Holiday
8/11/2011,Thursday,August,82,69,No Holiday
8/12/2011,Friday,August,84,64,No Holiday
8/13/2011,Saturday,August,85,69,No Holiday
8/14/2011,Sunday,August,72,67,No Holiday
8/15/2011,Monday,August,77,68,No Holiday
8/16/2011,Tuesday,August,78,65,No Holiday
8/17/2011,Wednesday,August,86,66,No Holiday
8/18/2011,Thursday,August,83,67,No Holiday
8/19/2011,Friday,August,84,65,No Holiday
8/20/2011,Saturday,August,85,64,No Holiday
8/21/2011,Sunday,August,84,70,No Holiday
8/22/2011,Monday,August,77,65,No Holiday
8/23/2011,Tuesday,August,79,61,No Holiday
8/24/2011,Wednesday,August,80,67,No Holiday
8/25/2011,Thursday,August,78,72,No Holiday
8/26/2011,Friday,August,83,71,No Holiday
8/27/2011,Saturday,August,78,71,No Holiday
8/28/2011,Sunday,August,75,65,No Holiday
8/29/2011,Monday,August,77,59,No Holiday
8/30/2011,Tuesday,August,82,61,No Holiday
8/31/2011,Wednesday,August,85,63,No Holiday
9/1/2011,Thursday,September,83,66,No Holiday
9/2/2011,Friday,September,78,65,No Holiday
9/3/2011,Saturday,September,83,66,No Holiday
9/4/2011,Sunday,September,86,72,No Holiday
9/5/2011,Monday,September,81,72,holiday
9/6/2011,Tuesday,September,75,60,No Holiday
9/7/2011,Wednesday,September,68,62,No Holiday
9/8/2011,Thursday,September,79,63,No Holiday
9/9/2011,Friday,September,84,67,No Holiday
9/10/2011,Saturday,September,80,68,No Holiday
9/11/2011,Sunday,September,71,64,No Holiday
9/12/2011,Monday,September,80,66,No Holiday
9/13/2011,Tuesday,September,82,67,No Holiday
9/14/2011,Wednesday,September,85,70,No Holiday
9/15/2011,Thursday,September,76,53,No Holiday
9/16/2011,Friday,September,65,51,No Holiday
9/17/2011,Saturday,September,65,53,No Holiday
9/18/2011,Sunday,September,68,53,No Holiday
9/19/2011,Monday,September,68,52,No Holiday
9/20/2011,Tuesday,September,68,61,No Holiday
9/21/2011,Wednesday,September,73,63,No Holiday
9/22/2011,Thursday,September,80,68,No Holiday
9/23/2011,Friday,September,73,69,No Holiday
9/24/2011,Saturday,September,76,70,No Holiday
9/25/2011,Sunday,September,80,70,No Holiday
9/26/2011,Monday,September,80,68,No Holiday
9/27/2011,Tuesday,September,77,69,No Holiday
9/28/2011,Wednesday,September,74,68,No Holiday
9/29/2011,Thursday,September,73,61,No Holiday
9/30/2011,Friday,September,76,58,No Holiday
10/1/2011,Saturday,October,67,50,No Holiday
10/2/2011,Sunday,October,64,50,No Holiday
10/3/2011,Monday,October,58,48,No Holiday
10/4/2011,Tuesday,October,63,49,No Holiday
10/5/2011,Wednesday,October,71,53,No Holiday
10/6/2011,Thursday,October,67,47,No Holiday
10/7/2011,Friday,October,66,48,No Holiday
10/8/2011,Saturday,October,77,54,No Holiday
10/9/2011,Sunday,October,84,60,No Holiday
10/10/2011,Monday,October,81,61,holiday
10/11/2011,Tuesday,October,73,62,No Holiday
10/12/2011,Wednesday,October,63,58,No Holiday
10/13/2011,Thursday,October,66,58,No Holiday
10/14/2011,Friday,October,70,57,No Holiday
10/15/2011,Saturday,October,65,54,No Holiday
10/16/2011,Sunday,October,66,54,No Holiday
10/17/2011,Monday,October,65,57,No Holiday
10/18/2011,Tuesday,October,68,54,No Holiday
10/19/2011,Wednesday,October,62,60,No Holiday
10/20/2011,Thursday,October,67,54,No Holiday
10/21/2011,Friday,October,56,50,No Holiday
10/22/2011,Saturday,October,60,47,No Holiday
10/23/2011,Sunday,October,59,50,No Holiday
10/24/2011,Monday,October,61,50,No Holiday
10/25/2011,Tuesday,October,62,50,No Holiday
10/26/2011,Wednesday,October,62,51,No Holiday
10/27/2011,Thursday,October,61,38,No Holiday
10/28/2011,Friday,October,49,36,No Holiday
10/29/2011,Saturday,October,45,33,No Holiday
10/30/2011,Sunday,October,46,33,No Holiday
10/31/2011,Monday,October,53,37,No Holiday
